genre,artist,year,rank,song
rock,Elton John,1988,71,Candle In The Wind
rock,Elton John,1974,73,Goodbye Yellow Brick Road
rock,Elton John,1983,74,I'm Still Standing
rock,Elton John,1982,76,Empty Garden
rock,Elton John,1974,78,Don't Let The Sun Go Down On Me
rock,Elton John,1986,87,Nikita
rock,Elton John,1975,91,Someone Saved My Life Tonight
rock,Elton John,1977,95,Sorry Seems To Be The Hardest Word
rock,Madonna,1985,2,Like A Virgin
rock,Madonna,1995,8,Take A Bow
rock,Madonna,1985,9,Crazy For You
rock,Madonna,2000,17,Music
rock,Madonna,1991,21,Justify My Love
rock,Madonna,1989,25,Like A Prayer
rock,Madonna,1986,29,Papa Don't Preach
rock,Madonna,1987,30,Open Your Heart
rock,Madonna,1984,35,Borderline
rock,Madonna,1986,35,Live To Tell
rock,Madonna,1996,51,You'll See
rock,Madonna,1989,55,Express Yourself
rock,Madonna,1985,58,Material Girl
rock,Madonna,1987,58,La Isla Bonita
rock,Madonna,1989,59,Cherish
rock,Madonna,1984,66,Lucky Star
rock,Madonna,1998,75,Ray Of Light
rock,Madonna,1986,76,True Blue
rock,Madonna,1984,79,Holiday
rock,Madonna,1985,81,Angel
rock,Madonna,1997,87,Don't Cry For Me Argentina
rock,Madonna,1985,98,Dress You Up
rock,Kelly Clarkson,2005,4,Since U Been Gone
rock,Kelly Clarkson,2012,7,Stronger (What Doesn't Kill You)
rock,Kelly Clarkson,2005,10,Behind These Hazel Eyes
rock,Kelly Clarkson,2009,23,My Life Would Suck Without You
rock,Kelly Clarkson,2005,27,Breakaway
rock,Kelly Clarkson,2002,39,A Moment Like This
rock,Kelly Clarkson,2006,39,Because of You
rock,Kelly Clarkson,2003,44,Miss Independent
rock,Kelly Clarkson,2006,45,Walk Away
rock,Kelly Clarkson,2013,68,Catch My Breath
rock,Kelly Clarkson,2007,70,Never Again
rock,Kelly Clarkson,2005,72,Because of You
rock,Kelly Clarkson,2004,74,Breakaway
rock,Kelly Clarkson,2010,74,Already Gone
rock,Kelly Clarkson,2009,91,I Do Not Hook Up
rock,Kelly Clarkson,2009,95,Already Gone
rock,Elvis Presley,1960,7,It's Now Or Never
rock,Elvis Presley,1960,9,Stuck On You
rock,Elvis Presley,1965,9,Crying In The Chapel
rock,Elvis Presley,1969,18,Suspicious Minds
rock,Elvis Presley,1962,20,Good Luck Charm
rock,Elvis Presley,1969,35,In The Ghetto
rock,Elvis Presley,1961,39,Little Sister
rock,Elvis Presley,1972,48,Burning Love
rock,Elvis Presley,1961,51,Surrender
rock,Elvis Presley,1962,57,Can't Help Falling In Love
rock,Elvis Presley,1977,64,Way Down
rock,Elvis Presley,1963,69,(You're The) Devil In Disguise
rock,Elvis Presley,1961,71,(Marie's The Name) His Latest Flame
rock,Elvis Presley,1970,72,The Wonder Of You / Mama Liked The Roses
rock,Elvis Presley,1963,95,Bossa Nova Baby
rock,Elvis Presley,1961,96,Are You Lonesome Tonight
rock,Chicago,1989,1,Look Away
rock,Chicago,1982,10,Hard To Say I'm Sorry
rock,Chicago,1985,37,You're The Inspiration
rock,Chicago,1984,45,Hard Habit To Break
rock,Chicago,1976,48,If You Leave Me Now
rock,Chicago,1988,48,I Don't Wanna Live Without Your Love
rock,Chicago,1987,50,Will You Still Love Me?
rock,Chicago,1973,54,Feelin' Stronger Every Day
rock,Chicago,1971,56,Beginnings / Color My World
rock,Chicago,1970,59,Make Me Smile
rock,Chicago,1970,61,25 Or 6 To 4
rock,Chicago,1990,71,What Kind Of Man Would I Be?
rock,Chicago,1974,72,(I've Been) Searchin' So Long
rock,Chicago,1972,76,Saturday In The Park
rock,Chicago,1974,98,Call On Me
rock,Rod Stewart,1977,1,Tonight's The Night (Gonna Be Alright)
rock,Rod Stewart,1971,2,Maggie May / (Find A) Reason To Believe
rock,Rod Stewart,1979,4,Da Ya Think I'm Sexy
rock,Rod Stewart,1993,32,Have I Told You Lately
rock,Rod Stewart,1978,37,You're In My Heart
rock,Rod Stewart,1990,37,Downtown Train
rock,Rod Stewart,1981,38,Passion
rock,Rod Stewart,1982,48,Young Turks
rock,Rod Stewart,1989,50,My Heart Can't Tell You No
rock,Rod Stewart,1991,50,Rhythm Of My Heart
rock,Rod Stewart,1984,58,Infatuation
rock,Rod Stewart,1986,82,Love Touch
rock,Rod Stewart,1993,90,Reason To Believe
rock,Rod Stewart,1991,99,The Motown Song
rock,Rolling Stones,1965,3,(I Can't Get No) Satisfaction
rock,Rolling Stones,1969,4,Honky Tonk Women
rock,Rolling Stones,1971,16,Brown Sugar
rock,Rolling Stones,1978,16,Miss You
rock,Rolling Stones,1966,21,Paint It Black
rock,Rolling Stones,1967,24,Ruby Tuesday
rock,Rolling Stones,1968,50,Jumpin' Jack Flash
rock,Rolling Stones,1980,53,Emotional Rescue
rock,Rolling Stones,1966,62,19th Nervous Breakdown
rock,Rolling Stones,1973,85,Angie
rock,Rolling Stones,1965,88,The Last Time
rock,Rolling Stones,1984,93,Undercover Of The Night
rock,Rolling Stones,1982,94,Waiting On A Friend
rock,Katy Perry,2011,3,Firework
rock,Katy Perry,2010,4,California Gurls
rock,Katy Perry,2011,4,E.T.
rock,Katy Perry,2013,10,Roar
rock,Katy Perry,2008,14,I Kissed A Girl
rock,Katy Perry,2011,14,Last Friday Night (T.G.I.F.)
rock,Katy Perry,2010,17,Teenage Dream
rock,Katy Perry,2009,25,Hot n Cold
rock,Katy Perry,2012,31,Part Of Me
rock,Katy Perry,2008,36,Hot N Cold
rock,Katy Perry,2009,36,Waking Up In Vegas
rock,Katy Perry,2012,41,The One That Got Away
rock,Katy Perry,2011,75,Teenage Dream
rock,Britney Spears,1999,5,...Baby One More Time
rock,Britney Spears,2009,27,Circus
rock,Britney Spears,2011,27,Till The World Ends
rock,Britney Spears,2009,39,Womanizer
rock,Britney Spears,2011,46,I Wanna Go
rock,Britney Spears,2011,60,Hold It Against Me
rock,Britney Spears,2010,69,3
rock,Britney Spears,2009,74,If U Seek Amy
rock,Britney Spears,2000,77,From The Bottom Of My Broken Heart
rock,Britney Spears,2008,80,Womanizer
rock,Britney Spears,2004,83,Everytime
rock,Britney Spears,1999,86,Sometimes
rock,Britney Spears,2009,87,3
